film,character,dialogue,cleaned_dialogue,sentiment_score
Pulp Fiction,JULES,"There's a passage I got memorized. Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men.  Blessed is he who, in the name of charity and good will, shepherds the weak through the valley of the darkness. For he is truly his brother's keeper and the finder of lost children. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you."" I been sayin' that shit for years.  And if you ever heard it, it meant your ass. I never really questioned what it meant. I thought it was just a coldblooded thing to say to a motherfucker 'fore you popped a cap in his ass. But I saw some shit this mornin' made me think twice. Now I'm thinkin', it could mean you're the evil man. And I'm the righteous man.  And Mr. .45 here, he's the shepherd protecting my righteous ass in the valley of darkness. Or is could by you're the righteous man and I'm the shepherd and it's the world that's evil and selfish.  I'd like that. But that shit ain't the truth. The truth is you're the weak. And I'm the tyranny of evil men. But I'm tryin'. I'm tryin' real hard to be a shepherd.","There's a passage I got memorized. Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men. Blessed is he who, in the name of charity and good will, shepherds the weak through the valley of the darkness. For he is truly his brother's keeper and the finder of lost children. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you."" I been sayin' that shit for years. And if you ever heard it, it meant your ass. I never really questioned what it meant. I thought it was just a coldblooded thing to say to a motherfucker 'fore you popped a cap in his ass. But I saw some shit this mornin' made me think twice. Now I'm thinkin', it could mean you're the evil man. And I'm the righteous man. And Mr. .45 here, he's the shepherd protecting my righteous ass in the valley of darkness. Or is could by you're the righteous man and I'm the shepherd and it's the world that's evil and selfish. I'd like that. But that shit ain't the truth. The truth is you're the weak. And I'm the tyranny of evil men. But I'm tryin'. I'm tryin' real hard to be a shepherd.",-0.9958
Pulp Fiction,VINCENT,I think we oughta leave now.,I think we oughta leave now.,-0.0516
Pulp Fiction,JULES,That's probably a good idea.,That's probably a good idea.,0.4404
Goodfellas,TOMMY,Don't go busting my balls. Okay?,Don't go busting my balls. Okay?,0.2263
Goodfellas,TOMMY,I don't give a shit. That guy's got no right.,I don't give a shit. That guy's got no right.,0.1838
Goodfellas,HENRY,Tommy. He. doesn't mean anything. Forget about it.,Tommy. He. doesn't mean anything. Forget about it.,0.1695
Goodfellas,HENRY,Tommy.  Come on. Relax.,Tommy. Come on. Relax.,0.4404
Goodfellas,JIMMY,A guy gets half a load on.  He mouths off.,A guy gets half a load on. He mouths off.,0.0
Goodfellas,HENRY,What are we going to do with him? We can't dump him in the street.,What are we going to do with him? We can't dump him in the street.,0.2924
Goodfellas,TOMMY,I didn't want to get blood on your floor.,I didn't want to get blood on your floor.,-0.0572
Goodfellas,HENRY,Batts's made. His whole crew is going to be looking for him. This is fucking bad.,Batts's made. His whole crew is going to be looking for him. This is fucking bad.,-0.5849
Goodfellas,TOMMY,There's a shovel at my mother's.,There's a shovel at my mother's.,0.0
Goodfellas,TOMMY,SSHHH. You'll wake 'er up.,SSHHH. You'll wake 'er up.,0.0
Goodfellas,TOMMY,Jesus Christ! Miserable bastard!,Jesus Christ! Miserable bastard!,-0.8065
Goodfellas,TOMMY,Rat bastard.,Rat bastard.,-0.5423
Goodfellas,HENRY,"As far back as I can remember, I always wanted to be a gangster.","As far back as I can remember, I always wanted to be a gangster.",0.0
Goodfellas,HENRY,"To me, being a gangster was better than being President of the United States.","To me, being a gangster was better than being President of the United States.",0.6908
Goodfellas,HENRY,"Even before I first wandered into the cabstand for an after-school job, I knew I wanted to be a part of them. It was there I belonged.","Even before I first wandered into the cabstand for an after-school job, I knew I wanted to be a part of them. It was there I belonged.",0.0
Goodfellas,HENRY,To me it meant being somebody in a neighborhood full of nobodies.,To me it meant being somebody in a neighborhood full of nobodies.,0.0
Goodfellas,HENRY,"They weren't like anyone else. They did whatever they wanted. They'd double-park in front of the hydrant and nobody ever gave them a ticket.  In the summer when they played cards all night, nobody ever called the cops.","They weren't like anyone else. They did whatever they wanted. They'd double-park in front of the hydrant and nobody ever gave them a ticket. In the summer when they played cards all night, nobody ever called the cops.",0.0747
Goodfellas,HENRY,"Tuddy Vario ran the cabstand and a pizzeria and a few other places for his brother, Paul, who was the boss over everybody in the neighborhood.","Tuddy Vario ran the cabstand and a pizzeria and a few other places for his brother, Paul, who was the boss over everybody in the neighborhood.",0.0
Goodfellas,HENRY,"Paulie might have moved slow, but it was only because he didn't have to move for anybody.","Paulie might have moved slow, but it was only because he didn't have to move for anybody.",0.0
Goodfellas,HENRY,"At first, my parents loved that I found a job across the street. My father, who was Irish, was sent to work at the age of eleven, and he liked that I got myself a job. He always said American kids were spoiled lazy.","At first, my parents loved that I found a job across the street. My father, who was Irish, was sent to work at the age of eleven, and he liked that I got myself a job. He always said American kids were spoiled lazy.",0.6369
Goodfellas,HENRY,"And my mother was happy after she found out that the Varios came from the same part of Sicily as she did. To my mother, it was the answer to her prayers.","And my mother was happy after she found out that the Varios came from the same part of Sicily as she did. To my mother, it was the answer to her prayers.",0.5719
Goodfellas,HENRY,I was the luckiest kid in the world.,I was the luckiest kid in the world.,0.5994
Goodfellas,HENRY,I could go anywhere.,I could go anywhere.,0.0
Goodfellas,HENRY,I could do anything.,I could do anything.,0.0
Goodfellas,HENRY,I knew everybody and everybody knew me.,I knew everybody and everybody knew me.,0.0
Goodfellas,HENRY,"But it wasn't too long before my parents changed their minds. For them, the cabstand was supposed to be a part-tie job, but  for me, it was full-time.","But it wasn't too long before my parents changed their minds. For them, the cabstand was supposed to be a part-tie job, but for me, it was full-time.",0.0
Goodfellas,HENRY,"People like my father could never understand, but I was a part of something. I belonged.  I was treated like a grown-up. Every day I was learning to score.","People like my father could never understand, but I was a part of something. I belonged. I was treated like a grown-up. Every day I was learning to score.",0.6124
Goodfellas,HENRY,"My father was always pissed off. He was pissed that he had to work so hard. He was pissed that he made such lousy money. Be was pissed that there were seven of us living in a tiny house. But after a while, he was mostly pissed that I hung around the cabstand. He said they were bums and that I was a bum. He said I was going to get into trouble.  I used to say I was only running errands after school, but he knew better.  He knew what went on at the cabstand and, every once in a while, usually after he got his load on, I had to take a beating. But by then, I didn't care. No matter how many beatings I took, I wouldn't listen to what he said.  I don't think I even heard him. The way I saw it, everybody has to take a beating some time.","My father was always pissed off. He was pissed that he had to work so hard. He was pissed that he made such lousy money. Be was pissed that there were seven of us living in a tiny house. But after a while, he was mostly pissed that I hung around the cabstand. He said they were bums and that I was a bum. He said I was going to get into trouble. I used to say I was only running errands after school, but he knew better. He knew what went on at the cabstand and, every once in a while, usually after he got his load on, I had to take a beating. But by then, I didn't care. No matter how many beatings I took, I wouldn't listen to what he said. I don't think I even heard him. The way I saw it, everybody has to take a beating some time.",-0.9833
Goodfellas,HENRY,I can't make any more deliveries.,I can't make any more deliveries.,0.0
Goodfellas,HENRY,My father got a letter from the school. He said the next time he'll kill me.,My father got a letter from the school. He said the next time he'll kill me.,-0.6908
Goodfellas,HENRY,No.,No.,0.0
Goodfellas,HENRY,"Hundreds of guys depended on Paulie and he got a piece of everything they made. It was tribute, just like the old country, except they were doing it in America.  All they got from Paulie was protection from other guys looking to rip them off. That's what it's all about. That's what the FBI can never understand -- that what Paulie and the organization does is offer protection for people who can't go to the cops. They're like the police department for wiseguys.","Hundreds of guys depended on Paulie and he got a piece of everything they made. It was tribute, just like the old country, except they were doing it in America. All they got from Paulie was protection from other guys looking to rip them off. That's what it's all about. That's what the FBI can never understand -- that what Paulie and the organization does is offer protection for people who can't go to the cops. They're like the police department for wiseguys.",0.6486
Goodfellas,HENRY,People locked at me differently. They knew I was with somebody.,People locked at me differently. They knew I was with somebody.,0.0
Goodfellas,HENRY,"I didn't have to wait on line at the bakery on Sunday morning anymore for fresh bread. The owner knew who I was with, and he'd come from around the counter, no matter how many people were waiting.  I was taken care of first.","I didn't have to wait on line at the bakery on Sunday morning anymore for fresh bread. The owner knew who I was with, and he'd come from around the counter, no matter how many people were waiting. I was taken care of first.",0.6626
Goodfellas,HENRY,"Our neighbors didn't park in our driveway anymore, even though we didn't have a car. At thirteen, I was making more money than most of the grownups in the neighborhood. I had more money than I could spend. I had it all.","Our neighbors didn't park in our driveway anymore, even though we didn't have a car. At thirteen, I was making more money than most of the grownups in the neighborhood. I had more money than I could spend. I had it all.",0.0
Goodfellas,HENRY,One day some of the kids from the neighborhood carried my mother's groceries all the way home for her. It was out of respect.,One day some of the kids from the neighborhood carried my mother's groceries all the way home for her. It was out of respect.,0.4767
Goodfellas,HENRY,It was the first time I had ever seen anyone shot.,It was the first time I had ever seen anyone shot.,0.0
Goodfellas,HENRY,I remember feeling bad about the guy. But I remember feeling that maybe Tuddy was right.  I knew Paulie didn't want anybody dying in the building.,I remember feeling bad about the guy. But I remember feeling that maybe Tuddy was right. I knew Paulie didn't want anybody dying in the building.,-0.1489
Goodfellas,HENRY,It was a glorious time. Wiseguys were all over the place. It was before Apalachin and before Crazy Joey decided to take on a boss and start a war. It was when I met the world.  It was when I first met Jimmy Burke.,It was a glorious time. Wiseguys were all over the place. It was before Apalachin and before Crazy Joey decided to take on a boss and start a war. It was when I met the world. It was when I first met Jimmy Burke.,-0.2023
Goodfellas,HENRY,"He couldn't have been more than twenty-four or twenty-five at the time, but he was already a legend. He'd walk in the door and everybody who worked the room went wild. He'd give the doorman a hundred just for opening the door.  He shoved hundreds in the pockets of the dealers and who ran the games. The bartender got a hundred just for keeping the ice cubes cold.","He couldn't have been more than twenty-four or twenty-five at the time, but he was already a legend. He'd walk in the door and everybody who worked the room went wild. He'd give the doorman a hundred just for opening the door. He shoved hundreds in the pockets of the dealers and who ran the games. The bartender got a hundred just for keeping the ice cubes cold.",0.0
Goodfellas,HENRY,"Jimmy was one of the most feared gays in the city.  He was first locked up at eleven and was doing hits for mob bosses when he was sixteen. Hits never bothered him. It was business. But what he really loved to do was steal.  I mean, he actually enjoyed it.  Jimmy was the kind of guy who rooted for the bad guys in the movies.  He was one of the city's biggest hijackers. Clothes. Razor blades. Booze. Cigarettes. Shrimp and lobsters. Shrimp and lobsters were the best. They went fast.","Jimmy was one of the most feared gays in the city. He was first locked up at eleven and was doing hits for mob bosses when he was sixteen. Hits never bothered him. It was business. But what he really loved to do was steal. I mean, he actually enjoyed it. Jimmy was the kind of guy who rooted for the bad guys in the movies. He was one of the city's biggest hijackers. Clothes. Razor blades. Booze. Cigarettes. Shrimp and lobsters. Shrimp and lobsters were the best. They went fast.",0.8033
Goodfellas,HENRY,And almost all of them were gimmie's.,And almost all of them were gimmie's.,0.0
Goodfellas,HENRY,"They called him Jimmy the Gent. The drivers loved him. They used to tip him off about the really good loads. Of course, everybody got a piece. And when the cops assigned a whole army to stop him,","They called him Jimmy the Gent. The drivers loved him. They used to tip him off about the really good loads. Of course, everybody got a piece. And when the cops assigned a whole army to stop him,",0.7089
Goodfellas,JIMMY,Tommy. Help the lady.,Tommy. Help the lady.,0.4019
Goodfellas,HENRY,"By the time I grew up, there was thirty billion a year in cargo moving through Idlewild Airport and we tried to steal every bit of it.","By the time I grew up, there was thirty billion a year in cargo moving through Idlewild Airport and we tried to steal every bit of it.",-0.4939
Goodfellas,HENRY,"You've got to understand, we grew up near the airport.. It belonged to Paulie. We had friends and relatives who worked all over the place and they tipped as off about what was coming in and what was going out.","You've got to understand, we grew up near the airport.. It belonged to Paulie. We had friends and relatives who worked all over the place and they tipped as off about what was coming in and what was going out.",0.4767
Goodfellas,HENRY,"If any of the truckers or airlines gave as trouble, Paulie had his people scare then with a little strike. It was beautiful. It was an even bigger money-major than numbers, and Jimmy was in charge. Whenever we needed money, we'd rob the airport. To us, it was better than Citibank.","If any of the truckers or airlines gave as trouble, Paulie had his people scare then with a little strike. It was beautiful. It was an even bigger money-major than numbers, and Jimmy was in charge. Whenever we needed money, we'd rob the airport. To us, it was better than Citibank.",-0.4417
Goodfellas,HENRY,"There was Jimmy and Tommy and me. And there was Anthony Stabile, Angelo Sepe, Fat Andy, Frankie the Wop, Freddy No Nose, Pete the Killer, Nicky Blanda, Mikey Franzese, and Johnny Echoes, who got that nickname because he said everything twice.  Like*, ""You wanna get the papers, get the papers.""","There was Jimmy and Tommy and me. And there was Anthony Stabile, Angelo Sepe, Fat Andy, Frankie the Wop, Freddy No Nose, Pete the Killer, Nicky Blanda, Mikey Franzese, and Johnny Echoes, who got that nickname because he said everything twice. Like*, ""You wanna get the papers, get the papers.""",-0.6124
Goodfellas,HENRY,Not till Thursday.,Not till Thursday.,0.0
Goodfellas,HENRY,"For us to live any other way was nuts. To us, those goody-good people who worked shitty jobs for bum paychecks, who took the subway to work every day and worried about their bills, were dead. They were suckers. They had no balls. If we wanted something, we just took it. If anyone complained twice, they got hit so bad they never complained again. It was routine. You didn't even think about it.","For us to live any other way was nuts. To us, those goody-good people who worked shitty jobs for bum paychecks, who took the subway to work every day and worried about their bills, were dead. They were suckers. They had no balls. If we wanted something, we just took it. If anyone complained twice, they got hit so bad they never complained again. It was routine. You didn't even think about it.",-0.9714
Goodfellas,HENRY,"Now the guy's got Paulie for a partner. Any problems, he goes to Paulie. Trouble with the bill?  He can go to Paulie. Trouble with the cops? Deliveries? Tommy? He can call Paulie.","Now the guy's got Paulie for a partner. Any problems, he goes to Paulie. Trouble with the bill? He can go to Paulie. Trouble with the cops? Deliveries? Tommy? He can call Paulie.",-0.8426
Goodfellas,HENRY,"But now the guy has got to come up with Paulie 's money every week, no matter what. Business bad? Fuck you, pay me. You had a fire?  Fuck you, pay ma.  The place got hit by lighting? Fuck you, pay me.  Also, Paulie could do anything. Especially run up bills on the joint's credit. Why not? Nobody's gonna pay for it anyway.","But now the guy has got to come up with Paulie 's money every week, no matter what. Business bad? Fuck you, pay me. You had a fire? Fuck you, pay ma. The place got hit by lighting? Fuck you, pay me. Also, Paulie could do anything. Especially run up bills on the joint's credit. Why not? Nobody's gonna pay for it anyway.",-0.9754
Goodfellas,HENRY,"As soon as the deliveries are made in the front door, you move the stuff out the back and sell it at a discount. You take a two hundred dollar case of booze and sell it for a hundred. It doesn't matter. It's all profit.","As soon as the deliveries are made in the front door, you move the stuff out the back and sell it at a discount. You take a two hundred dollar case of booze and sell it for a hundred. It doesn't matter. It's all profit.",0.4265
Goodfellas,HENRY,"And, finally, when there's nothing 1 left, when you can't borrow another buck from the bank or buy another case of booze, you bust the joint out.","And, finally, when there's nothing 1 left, when you can't borrow another buck from the bank or buy another case of booze, you bust the joint out.",0.0
Goodfellas,HENRY,You light a match.,You light a match.,0.0
Goodfellas,TOMMY,Is it my fault she won't go out without her girlfriend?  For Chrissake.  Come on.  You don't even have to stay.  Jeesuz!  What's the big deal?,Is it my fault she won't go out without her girlfriend? For Chrissake. Come on. You don't even have to stay. Jeesuz! What's the big deal?,-0.5191
Goodfellas,HENRY,Tommy  ...,Tommy ...,0.0
Goodfellas,HENRY,I had a meeting with Tuddy around eleven o'clock and here I am a back-up guy.,I had a meeting with Tuddy around eleven o'clock and here I am a back-up guy.,0.0
Goodfellas,HENRY,"I couldn't wait to get away. I was ordering the dessert when they were eating dinner. When they were having coffee, I was asking for a check.","I couldn't wait to get away. I was ordering the dessert when they were eating dinner. When they were having coffee, I was asking for a check.",0.0
Goodfellas,HENRY,Take it easy.  We can talk about it.,Take it easy. We can talk about it.,0.4404
Goodfellas,HENRY,"She's screaming on the street and I mean loud, but she looked good. She had these violet eyes.  I remember she's screaming, but mostly I'm looking at her eyes. They were just like Elizabeth Taylor's. That's what everybody said.","She's screaming on the street and I mean loud, but she looked good. She had these violet eyes. I remember she's screaming, but mostly I'm looking at her eyes. They were just like Elizabeth Taylor's. That's what everybody said.",0.4404
Goodfellas,HENRY,I thought you were going to stand me up. You looked bored. You didn't say anything. What did you expect. Tommy was all over me. Right?,I thought you were going to stand me up. You looked bored. You didn't say anything. What did you expect. Tommy was all over me. Right?,-0.2732
Goodfellas,HENRY,"Come on, let me make it up.","Come on, let me make it up.",0.0
Goodfellas,HENRY,"Where, over there?","Where, over there?",0.0
Goodfellas,HENRY,I'm a union delegate.,I'm a union delegate.,0.0
Goodfellas,HENRY,Air France made me. We walked out with four hundred and twenty thousand dollars without a gun. And we did the right thing.,Air France made me. We walked out with four hundred and twenty thousand dollars without a gun. And we did the right thing.,0.2584
Goodfellas,HENRY,Jimmy. He'll be okay. He's good for it. Relax.,Jimmy. He'll be okay. He's good for it. Relax.,0.7717
Goodfellas,HENRY,Go inside. I'll be right there.,Go inside. I'll be right there.,0.0
Goodfellas,HENRY,Get inside!,Get inside!,0.0
Goodfellas,HENRY,"Listen, we're beginning to make real money for the first time. It's business. Do you think I'm going to walk away from that?","Listen, we're beginning to make real money for the first time. It's business. Do you think I'm going to walk away from that?",0.0
Goodfellas,HENRY,I told you I can't.,I told you I can't.,0.0
Goodfellas,HENRY,How much?,How much?,0.0
Goodfellas,HENRY,"For most of the guys, killing got to be accepted. They were routine. Murder was the only way everybody stayed in line. It was the ultimate weapon. Yon got out of line, you got whacked. Everyone knew the rules.","For most of the guys, killing got to be accepted. They were routine. Murder was the only way everybody stayed in line. It was the ultimate weapon. Yon got out of line, you got whacked. Everyone knew the rules.",-0.8807
Goodfellas,HENRY,"But sometimes, even if people didn't get out of line, they'd get whacked. Hits just became a habit for some guys. It didn't take anything to get yourself killed.","But sometimes, even if people didn't get out of line, they'd get whacked. Hits just became a habit for some guys. It didn't take anything to get yourself killed.",-0.8047
Goodfellas,HENRY,"Guys would get into arguments over nothing and before you knew it, one of them was dead. They were shooting each other all the time. Shooting people was a normal thing. It was no big deal.","Guys would get into arguments over nothing and before you knew it, one of them was dead. They were shooting each other all the time. Shooting people was a normal thing. It was no big deal.",-0.8481
Goodfellas,HENRY,You didn't have to do anything and nobody was immune. You just had to be there.,You didn't have to do anything and nobody was immune. You just had to be there.,0.296
Goodfellas,HENRY,But we had a problem with Billy Batts. This was a touchy thing. Tommy had killed a made man. Billy was a part of the Bambino crew and untouchable.,But we had a problem with Billy Batts. This was a touchy thing. Tommy had killed a made man. Billy was a part of the Bambino crew and untouchable.,-0.8957
Goodfellas,HENRY,"Before you could touch a made guy, you had to have a good reason. There had to be a sit-down. And you better get an okay, or you'd be the one who got whacked.","Before you could touch a made guy, you had to have a good reason. There had to be a sit-down. And you better get an okay, or you'd be the one who got whacked.",0.7717
Goodfellas,HENRY,"Saturday night was for wives, but Friday night at the Copa was always for the girlfriends.","Saturday night was for wives, but Friday night at the Copa was always for the girlfriends.",0.0
Goodfellas,TOMMY,What are you talking about?,What are you talking about?,0.0
Goodfellas,HENRY,What thing? The Brooklyn thing?,What thing? The Brooklyn thing?,0.0
Goodfellas,HENRY,The guy from near where Christie used to live?,The guy from near where Christie used to live?,0.0
Goodfellas,HENRY,Oh I Him.,Oh I Him.,0.0
Goodfellas,HENRY,Oh yeah. Sure. That guy. I know him.,Oh yeah. Sure. That guy. I know him.,0.5423
Goodfellas,HENRY,Oh yeah. Yeah. I know. I even looked into it myself. Nobody knows what the fuck happened to him. He came in the joint that one night and then he disappeared.,Oh yeah. Yeah. I know. I even looked into it myself. Nobody knows what the fuck happened to him. He came in the joint that one night and then he disappeared.,-0.25
Goodfellas,JIMMY,"We got a problem, that thing we took care of upstate?","We got a problem, that thing we took care of upstate?",0.128
Goodfellas,JIMMY,"Well, we gotta dig him up again.","Well, we gotta dig him up again.",0.2732
Goodfellas,JIMMY,The guy just sold the property. They're gonna build condominiums and I don't want anybody digging up the little bastard.,The guy just sold the property. They're gonna build condominiums and I don't want anybody digging up the little bastard.,-0.5313
Goodfellas,JIMMY,It's still better than letting somebody find him.,It's still better than letting somebody find him.,0.4404
Goodfellas,JIMMY,"Fuck Paulie. If Batts' crew finds we whacked him, we got real problems.","Fuck Paulie. If Batts' crew finds we whacked him, we got real problems.",-0.7351
Goodfellas,HENRY,I set up Linda in an apartment around the corner from the Suite. That way I was able to stay over a couple of nights a week. Karen was home with the kids anyway and she never asked any questions anyway.,I set up Linda in an apartment around the corner from the Suite. That way I was able to stay over a couple of nights a week. Karen was home with the kids anyway and she never asked any questions anyway.,0.0
Goodfellas,HENRY,"Linda and I were having so much fun, she started screwing up at work, and I had to straighten out her boss a little bit.","Linda and I were having so much fun, she started screwing up at work, and I had to straighten out her boss a little bit.",0.3976
Goodfellas,TOMMY,"Spider, what did I say? Did I say I was dying over here? Come on. Move it. Don't walk, dance.","Spider, what did I say? Did I say I was dying over here? Come on. Move it. Don't walk, dance.",0.0
Goodfellas,TOMMY,Yahooo.,Yahooo.,0.0
Goodfellas,HENRY,"Tommy, don't fuck around. Put the gun away. Tommy!","Tommy, don't fuck around. Put the gun away. Tommy!",0.1882
Goodfellas,TOMMY,"No, no. It's okay.","No, no. It's okay.",0.2263
Goodfellas,HENRY,"Tommy, come on. Put the gun away.","Tommy, come on. Put the gun away.",-0.34
Goodfellas,TOMMY,No. It's okay. Just watch this. Watch it.,No. It's okay. Just watch this. Watch it.,0.2263
Goodfellas,HENRY,I gotta go out!,I gotta go out!,0.0
Goodfellas,HENRY,Are you nuts?,Are you nuts?,-0.3182
Goodfellas,TOMMY,"Hey!  Look at this.  Fred Astaira, back from the wars. Can you believe this guy? That bandage. It's bigger than his foot.","Hey! Look at this. Fred Astaira, back from the wars. Can you believe this guy? That bandage. It's bigger than his foot.",-0.5983
Goodfellas,TOMMY,"Spider. You're so full of shit. Even with that foot, I bet you can dance.","Spider. You're so full of shit. Even with that foot, I bet you can dance.",-0.5945
Goodfellas,TOMMY,Come on. Spider.  Come on. Let's see you dance.,Come on. Spider. Come on. Let's see you dance.,0.0
Goodfellas,JIMMY,"All right, you dumb fuck, if you're going to be a big fuckin' wiseguy, you can dig the hole.","All right, you dumb fuck, if you're going to be a big fuckin' wiseguy, you can dig the hole.",-0.7783
Goodfellas,HENRY,"After Billy Batts and Spider, everything was going crazy. Not just our crew, but everybody.","After Billy Batts and Spider, everything was going crazy. Not just our crew, but everybody.",-0.1779
Goodfellas,HENRY,"I swear on my mother, I should kill you. You're fucking crazy.","I swear on my mother, I should kill you. You're fucking crazy.",-0.8221
Goodfellas,JIMMY,"Things gotta be calm right now, and Karen's so high-strung. She's with Mickey every day. Who knows what she's gonna do?","Things gotta be calm right now, and Karen's so high-strung. She's with Mickey every day. Who knows what she's gonna do?",0.3182
Goodfellas,JIMMY,we're gonna feed the bastard to the lions.,we're gonna feed the bastard to the lions.,-0.5423
Goodfellas,JIMMY,We only have to shove'em over the moat.,We only have to shove'em over the moat.,0.0
Goodfellas,HENRY,"They must really feed each other to the lions down there, because the guy gave the money right up and we got to spend the rest of the weekend at the track.","They must really feed each other to the lions down there, because the guy gave the money right up and we got to spend the rest of the weekend at the track.",0.0
Goodfellas,HENRY,"When we got home, we were all over the newspapers. At first, I didn't even know why we got picked up.","When we got home, we were all over the newspapers. At first, I didn't even know why we got picked up.",0.0
Goodfellas,HENRY,"Then, I found out, that the guy we roughed up turned out to have a sister working as a typist for the","Then, I found out, that the guy we roughed up turned out to have a sister working as a typist for the",0.0
Goodfellas,HENRY,Who could believe it? Of all the fucking people. She gave up everybody.  Jimmy.  Me. Even her brother.,Who could believe it? Of all the fucking people. She gave up everybody. Jimmy. Me. Even her brother.,0.0
Goodfellas,HENRY,It took the jury six hours to bring us in guilty. The judge gave Jimmy and me ten years like he was giving away candy.,It took the jury six hours to bring us in guilty. The judge gave Jimmy and me ten years like he was giving away candy.,0.2732
Goodfellas,HENRY,I'm just having my last few drinks.,I'm just having my last few drinks.,0.0
Goodfellas,HENRY,Shit.,Shit.,-0.5574
Goodfellas,TOMMY,Say hello to Jimmy.,Say hello to Jimmy.,0.0
Goodfellas,HENRY,Dinner was always a big thing. We had a pasta course and then meat or fish.  Paulie did the prep work. He was doing a year for contempt and he had a system for doing garlic. He used a razor and he sliced it so thin it used to liquify in the pan with a little oil.,Dinner was always a big thing. We had a pasta course and then meat or fish. Paulie did the prep work. He was doing a year for contempt and he had a system for doing garlic. He used a razor and he sliced it so thin it used to liquify in the pan with a little oil.,-0.5859
Goodfellas,HENRY,"Vinnie was in charge of the tomato sauce.  I felt he put in too many onions, but it was a good sauce anyway.","Vinnie was in charge of the tomato sauce. I felt he put in too many onions, but it was a good sauce anyway.",0.5927
Goodfellas,HENRY,"Johnny Dio did the meat. He didn't have a broiler, so Johnny did everything in pans.  He smelled up the joint something awful and the hacks used to die.","Johnny Dio did the meat. He didn't have a broiler, so Johnny did everything in pans. He smelled up the joint something awful and the hacks used to die.",-0.7845
Goodfellas,HENRY,"Everybody else in the joint was doing real time, all mixed together, living like pigs.","Everybody else in the joint was doing real time, all mixed together, living like pigs.",0.3612
Goodfellas,HENRY,"We lived alone, we owned the joint. Even those hacks who we couldn't bribe would never rat on the guys who did.","We lived alone, we owned the joint. Even those hacks who we couldn't bribe would never rat on the guys who did.",-0.1048
Goodfellas,HENRY,Jezuz Christ!,Jezuz Christ!,0.0
Goodfellas,HENRY,We've got to help each other.,We've got to help each other.,0.4019
Goodfellas,HENRY,It's only you and me. That's what happens when you go away. We're on our own. Forget everybody.  Forget Paulie.  As long as he's on parole he doesn't want anybody doing anything.,It's only you and me. That's what happens when you go away. We're on our own. Forget everybody. Forget Paulie. As long as he's on parole he doesn't want anybody doing anything.,-0.4628
Goodfellas,HENRY,"Yes, you can. I've got it set up. We'll be fine. All I need is for you to keep bringing the stuff. I've got a guy in here from Pittsburgh who'll move it for me. Believe me, in a month we'll be fine. We won't need anybody.","Yes, you can. I've got it set up. We'll be fine. All I need is for you to keep bringing the stuff. I've got a guy in here from Pittsburgh who'll move it for me. Believe me, in a month we'll be fine. We won't need anybody.",0.6486
Goodfellas,HENRY,Don't worry about Paulie. Is he helping you? Is he putting food on the table? We've got to help ourselves. We just have to be careful while we do it.,Don't worry about Paulie. Is he helping you? Is he putting food on the table? We've got to help ourselves. We just have to be careful while we do it.,0.8056
Goodfellas,HENRY,"Don't worry about it. You listening to me? Now, come on. We gotta go see Paulie.","Don't worry about it. You listening to me? Now, come on. We gotta go see Paulie.",0.3412
Goodfellas,HENRY,Wha?  Me?,Wha? Me?,0.0
Goodfellas,HENRY,Why would I get into that?,Why would I get into that?,0.0
Goodfellas,HENRY,I know that.  I know Jimmy. You think I'd take chances like Jimmy?,I know that. I know Jimmy. You think I'd take chances like Jimmy?,0.5106
Goodfellas,HENRY,"Paulie, I know.  I know what they are. But I use them for certain things.  Please. Believe me, you don't nave to worry.","Paulie, I know. I know what they are. But I use them for certain things. Please. Believe me, you don't nave to worry.",0.8275
Goodfellas,HENRY,Paulie. Why would I? I swear.,Paulie. Why would I? I swear.,-0.0516
Goodfellas,HENRY,Nods.,Nods.,0.0
Goodfellas,HENRY,Nods again.,Nods again.,0.0
Goodfellas,HENRY,I understand.,I understand.,0.0
Goodfellas,HENRY,"It took me about a week of sneaking around before I could unload the Pittsburgh stuff without Paulie finding out. But when I did, it was a real score.  I started using Robin's place to mix the stuff and even with Robin's snorting more than she mixed, I could see this was a good business. I made twelve thousand dollars in my second week and I had a down-payment on my house. All I had to do was every once in a while, tell Robin I loved her.","It took me about a week of sneaking around before I could unload the Pittsburgh stuff without Paulie finding out. But when I did, it was a real score. I started using Robin's place to mix the stuff and even with Robin's snorting more than she mixed, I could see this was a good business. I made twelve thousand dollars in my second week and I had a down-payment on my house. All I had to do was every once in a while, tell Robin I loved her.",0.8807
Goodfellas,HENRY,"It was perfect. As long as I kept getting the stuff from Pittsburgh, I knew Paulie would never find out. But within a couple of weeks it got to be so big I needed help. I got Jimmy and Tommy to come in with me.","It was perfect. As long as I kept getting the stuff from Pittsburgh, I knew Paulie would never find out. But within a couple of weeks it got to be so big I needed help. I got Jimmy and Tommy to come in with me.",0.7096
