film,character,dialogue,cleaned_dialogue
Goodfellas,HENRY,"My father was always pissed off. He was pissed that he had to work so hard. He was pissed that he made such lousy money. Be was pissed that there were seven of us living in a tiny house. But after a while, he was mostly pissed that I hung around the cabstand. He said they were bums and that I was a bum. He said I was going to get into trouble.  I used to say I was only running errands after school, but he knew better.  He knew what went on at the cabstand and, every once in a while, usually after he got his load on, I had to take a beating. But by then, I didn't care. No matter how many beatings I took, I wouldn't listen to what he said.  I don't think I even heard him. The way I saw it, everybody has to take a beating some time.","My father was always pissed off. He was pissed that he had to work so hard. He was pissed that he made such lousy money. Be was pissed that there were seven of us living in a tiny house. But after a while, he was mostly pissed that I hung around the cabstand. He said they were bums and that I was a bum. He said I was going to get into trouble. I used to say I was only running errands after school, but he knew better. He knew what went on at the cabstand and, every once in a while, usually after he got his load on, I had to take a beating. But by then, I didn't care. No matter how many beatings I took, I wouldn't listen to what he said. I don't think I even heard him. The way I saw it, everybody has to take a beating some time."
Goodfellas,HENRY,I can't make any more deliveries.,I can't make any more deliveries.
Goodfellas,HENRY,My father got a letter from the school. He said the next time he'll kill me.,My father got a letter from the school. He said the next time he'll kill me.
Goodfellas,HENRY,No.,No.
Goodfellas,HENRY,"Hundreds of guys depended on Paulie and he got a piece of everything they made. It was tribute, just like the old country, except they were doing it in America.  All they got from Paulie was protection from other guys looking to rip them off. That's what it's all about. That's what the FBI can never understand -- that what Paulie and the organization does is offer protection for people who can't go to the cops. They're like the police department for wiseguys.","Hundreds of guys depended on Paulie and he got a piece of everything they made. It was tribute, just like the old country, except they were doing it in America. All they got from Paulie was protection from other guys looking to rip them off. That's what it's all about. That's what the FBI can never understand -- that what Paulie and the organization does is offer protection for people who can't go to the cops. They're like the police department for wiseguys."
Goodfellas,HENRY,People locked at me differently. They knew I was with somebody.,People locked at me differently. They knew I was with somebody.
Goodfellas,HENRY,"I didn't have to wait on line at the bakery on Sunday morning anymore for fresh bread. The owner knew who I was with, and he'd come from around the counter, no matter how many people were waiting.  I was taken care of first.","I didn't have to wait on line at the bakery on Sunday morning anymore for fresh bread. The owner knew who I was with, and he'd come from around the counter, no matter how many people were waiting. I was taken care of first."
Goodfellas,HENRY,"Our neighbors didn't park in our driveway anymore, even though we didn't have a car. At thirteen, I was making more money than most of the grownups in the neighborhood. I had more money than I could spend. I had it all.","Our neighbors didn't park in our driveway anymore, even though we didn't have a car. At thirteen, I was making more money than most of the grownups in the neighborhood. I had more money than I could spend. I had it all."
Goodfellas,HENRY,One day some of the kids from the neighborhood carried my mother's groceries all the way home for her. It was out of respect.,One day some of the kids from the neighborhood carried my mother's groceries all the way home for her. It was out of respect.
Goodfellas,HENRY,It was the first time I had ever seen anyone shot.,It was the first time I had ever seen anyone shot.
Goodfellas,HENRY,I remember feeling bad about the guy. But I remember feeling that maybe Tuddy was right.  I knew Paulie didn't want anybody dying in the building.,I remember feeling bad about the guy. But I remember feeling that maybe Tuddy was right. I knew Paulie didn't want anybody dying in the building.
Goodfellas,HENRY,It was a glorious time. Wiseguys were all over the place. It was before Apalachin and before Crazy Joey decided to take on a boss and start a war. It was when I met the world.  It was when I first met Jimmy Burke.,It was a glorious time. Wiseguys were all over the place. It was before Apalachin and before Crazy Joey decided to take on a boss and start a war. It was when I met the world. It was when I first met Jimmy Burke.
Goodfellas,HENRY,"He couldn't have been more than twenty-four or twenty-five at the time, but he was already a legend. He'd walk in the door and everybody who worked the room went wild. He'd give the doorman a hundred just for opening the door.  He shoved hundreds in the pockets of the dealers and who ran the games. The bartender got a hundred just for keeping the ice cubes cold.","He couldn't have been more than twenty-four or twenty-five at the time, but he was already a legend. He'd walk in the door and everybody who worked the room went wild. He'd give the doorman a hundred just for opening the door. He shoved hundreds in the pockets of the dealers and who ran the games. The bartender got a hundred just for keeping the ice cubes cold."
Goodfellas,HENRY,"Jimmy was one of the most feared gays in the city.  He was first locked up at eleven and was doing hits for mob bosses when he was sixteen. Hits never bothered him. It was business. But what he really loved to do was steal.  I mean, he actually enjoyed it.  Jimmy was the kind of guy who rooted for the bad guys in the movies.  He was one of the city's biggest hijackers. Clothes. Razor blades. Booze. Cigarettes. Shrimp and lobsters. Shrimp and lobsters were the best. They went fast.","Jimmy was one of the most feared gays in the city. He was first locked up at eleven and was doing hits for mob bosses when he was sixteen. Hits never bothered him. It was business. But what he really loved to do was steal. I mean, he actually enjoyed it. Jimmy was the kind of guy who rooted for the bad guys in the movies. He was one of the city's biggest hijackers. Clothes. Razor blades. Booze. Cigarettes. Shrimp and lobsters. Shrimp and lobsters were the best. They went fast."
Goodfellas,HENRY,And almost all of them were gimmie's.,And almost all of them were gimmie's.
Goodfellas,HENRY,"They called him Jimmy the Gent. The drivers loved him. They used to tip him off about the really good loads. Of course, everybody got a piece. And when the cops assigned a whole army to stop him,","They called him Jimmy the Gent. The drivers loved him. They used to tip him off about the really good loads. Of course, everybody got a piece. And when the cops assigned a whole army to stop him,"
Goodfellas,JIMMY,Tommy. Help the lady.,Tommy. Help the lady.
Goodfellas,HENRY,"By the time I grew up, there was thirty billion a year in cargo moving through Idlewild Airport and we tried to steal every bit of it.","By the time I grew up, there was thirty billion a year in cargo moving through Idlewild Airport and we tried to steal every bit of it."
Goodfellas,HENRY,"You've got to understand, we grew up near the airport.. It belonged to Paulie. We had friends and relatives who worked all over the place and they tipped as off about what was coming in and what was going out.","You've got to understand, we grew up near the airport.. It belonged to Paulie. We had friends and relatives who worked all over the place and they tipped as off about what was coming in and what was going out."
Goodfellas,HENRY,"If any of the truckers or airlines gave as trouble, Paulie had his people scare then with a little strike. It was beautiful. It was an even bigger money-major than numbers, and Jimmy was in charge. Whenever we needed money, we'd rob the airport. To us, it was better than Citibank.","If any of the truckers or airlines gave as trouble, Paulie had his people scare then with a little strike. It was beautiful. It was an even bigger money-major than numbers, and Jimmy was in charge. Whenever we needed money, we'd rob the airport. To us, it was better than Citibank."
Goodfellas,HENRY,"There was Jimmy and Tommy and me. And there was Anthony Stabile, Angelo Sepe, Fat Andy, Frankie the Wop, Freddy No Nose, Pete the Killer, Nicky Blanda, Mikey Franzese, and Johnny Echoes, who got that nickname because he said everything twice.  Like*, ""You wanna get the papers, get the papers.""","There was Jimmy and Tommy and me. And there was Anthony Stabile, Angelo Sepe, Fat Andy, Frankie the Wop, Freddy No Nose, Pete the Killer, Nicky Blanda, Mikey Franzese, and Johnny Echoes, who got that nickname because he said everything twice. Like*, ""You wanna get the papers, get the papers."""
Goodfellas,HENRY,Not till Thursday.,Not till Thursday.
Goodfellas,HENRY,"For us to live any other way was nuts. To us, those goody-good people who worked shitty jobs for bum paychecks, who took the subway to work every day and worried about their bills, were dead. They were suckers. They had no balls. If we wanted something, we just took it. If anyone complained twice, they got hit so bad they never complained again. It was routine. You didn't even think about it.","For us to live any other way was nuts. To us, those goody-good people who worked shitty jobs for bum paychecks, who took the subway to work every day and worried about their bills, were dead. They were suckers. They had no balls. If we wanted something, we just took it. If anyone complained twice, they got hit so bad they never complained again. It was routine. You didn't even think about it."
Goodfellas,HENRY,"Now the guy's got Paulie for a partner. Any problems, he goes to Paulie. Trouble with the bill?  He can go to Paulie. Trouble with the cops? Deliveries? Tommy? He can call Paulie.","Now the guy's got Paulie for a partner. Any problems, he goes to Paulie. Trouble with the bill? He can go to Paulie. Trouble with the cops? Deliveries? Tommy? He can call Paulie."
Goodfellas,HENRY,"But now the guy has got to come up with Paulie 's money every week, no matter what. Business bad? Fuck you, pay me. You had a fire?  Fuck you, pay ma.  The place got hit by lighting? Fuck you, pay me.  Also, Paulie could do anything. Especially run up bills on the joint's credit. Why not? Nobody's gonna pay for it anyway.","But now the guy has got to come up with Paulie 's money every week, no matter what. Business bad? Fuck you, pay me. You had a fire? Fuck you, pay ma. The place got hit by lighting? Fuck you, pay me. Also, Paulie could do anything. Especially run up bills on the joint's credit. Why not? Nobody's gonna pay for it anyway."
Goodfellas,HENRY,"As soon as the deliveries are made in the front door, you move the stuff out the back and sell it at a discount. You take a two hundred dollar case of booze and sell it for a hundred. It doesn't matter. It's all profit.","As soon as the deliveries are made in the front door, you move the stuff out the back and sell it at a discount. You take a two hundred dollar case of booze and sell it for a hundred. It doesn't matter. It's all profit."
Goodfellas,HENRY,"And, finally, when there's nothing 1 left, when you can't borrow another buck from the bank or buy another case of booze, you bust the joint out.","And, finally, when there's nothing 1 left, when you can't borrow another buck from the bank or buy another case of booze, you bust the joint out."
Goodfellas,HENRY,You light a match.,You light a match.
Goodfellas,TOMMY,Is it my fault she won't go out without her girlfriend?  For Chrissake.  Come on.  You don't even have to stay.  Jeesuz!  What's the big deal?,Is it my fault she won't go out without her girlfriend? For Chrissake. Come on. You don't even have to stay. Jeesuz! What's the big deal?
Goodfellas,HENRY,Tommy  ...,Tommy ...
Goodfellas,HENRY,I had a meeting with Tuddy around eleven o'clock and here I am a back-up guy.,I had a meeting with Tuddy around eleven o'clock and here I am a back-up guy.
Goodfellas,HENRY,"I couldn't wait to get away. I was ordering the dessert when they were eating dinner. When they were having coffee, I was asking for a check.","I couldn't wait to get away. I was ordering the dessert when they were eating dinner. When they were having coffee, I was asking for a check."
Goodfellas,HENRY,Take it easy.  We can talk about it.,Take it easy. We can talk about it.
Goodfellas,HENRY,"She's screaming on the street and I mean loud, but she looked good. She had these violet eyes.  I remember she's screaming, but mostly I'm looking at her eyes. They were just like Elizabeth Taylor's. That's what everybody said.","She's screaming on the street and I mean loud, but she looked good. She had these violet eyes. I remember she's screaming, but mostly I'm looking at her eyes. They were just like Elizabeth Taylor's. That's what everybody said."
Goodfellas,HENRY,I thought you were going to stand me up. You looked bored. You didn't say anything. What did you expect. Tommy was all over me. Right?,I thought you were going to stand me up. You looked bored. You didn't say anything. What did you expect. Tommy was all over me. Right?
Goodfellas,HENRY,"Come on, let me make it up.","Come on, let me make it up."
Goodfellas,HENRY,"Where, over there?","Where, over there?"
Goodfellas,HENRY,I'm a union delegate.,I'm a union delegate.
Goodfellas,HENRY,Air France made me. We walked out with four hundred and twenty thousand dollars without a gun. And we did the right thing.,Air France made me. We walked out with four hundred and twenty thousand dollars without a gun. And we did the right thing.
Goodfellas,HENRY,Jimmy. He'll be okay. He's good for it. Relax.,Jimmy. He'll be okay. He's good for it. Relax.
Goodfellas,HENRY,Go inside. I'll be right there.,Go inside. I'll be right there.
Goodfellas,HENRY,Get inside!,Get inside!
Goodfellas,HENRY,"Listen, we're beginning to make real money for the first time. It's business. Do you think I'm going to walk away from that?","Listen, we're beginning to make real money for the first time. It's business. Do you think I'm going to walk away from that?"
Goodfellas,HENRY,I told you I can't.,I told you I can't.
Goodfellas,HENRY,How much?,How much?
Goodfellas,HENRY,"For most of the guys, killing got to be accepted. They were routine. Murder was the only way everybody stayed in line. It was the ultimate weapon. Yon got out of line, you got whacked. Everyone knew the rules.","For most of the guys, killing got to be accepted. They were routine. Murder was the only way everybody stayed in line. It was the ultimate weapon. Yon got out of line, you got whacked. Everyone knew the rules."
Goodfellas,HENRY,"But sometimes, even if people didn't get out of line, they'd get whacked. Hits just became a habit for some guys. It didn't take anything to get yourself killed.","But sometimes, even if people didn't get out of line, they'd get whacked. Hits just became a habit for some guys. It didn't take anything to get yourself killed."
Goodfellas,HENRY,"Guys would get into arguments over nothing and before you knew it, one of them was dead. They were shooting each other all the time. Shooting people was a normal thing. It was no big deal.","Guys would get into arguments over nothing and before you knew it, one of them was dead. They were shooting each other all the time. Shooting people was a normal thing. It was no big deal."
Goodfellas,HENRY,You didn't have to do anything and nobody was immune. You just had to be there.,You didn't have to do anything and nobody was immune. You just had to be there.
Goodfellas,HENRY,But we had a problem with Billy Batts. This was a touchy thing. Tommy had killed a made man. Billy was a part of the Bambino crew and untouchable.,But we had a problem with Billy Batts. This was a touchy thing. Tommy had killed a made man. Billy was a part of the Bambino crew and untouchable.
Goodfellas,HENRY,"Before you could touch a made guy, you had to have a good reason. There had to be a sit-down. And you better get an okay, or you'd be the one who got whacked.","Before you could touch a made guy, you had to have a good reason. There had to be a sit-down. And you better get an okay, or you'd be the one who got whacked."
Goodfellas,HENRY,"Saturday night was for wives, but Friday night at the Copa was always for the girlfriends.","Saturday night was for wives, but Friday night at the Copa was always for the girlfriends."
Goodfellas,TOMMY,What are you talking about?,What are you talking about?
Goodfellas,HENRY,What thing? The Brooklyn thing?,What thing? The Brooklyn thing?
Goodfellas,HENRY,The guy from near where Christie used to live?,The guy from near where Christie used to live?
Goodfellas,HENRY,Oh I Him.,Oh I Him.
Goodfellas,HENRY,Oh yeah. Sure. That guy. I know him.,Oh yeah. Sure. That guy. I know him.
Goodfellas,HENRY,Oh yeah. Yeah. I know. I even looked into it myself. Nobody knows what the fuck happened to him. He came in the joint that one night and then he disappeared.,Oh yeah. Yeah. I know. I even looked into it myself. Nobody knows what the fuck happened to him. He came in the joint that one night and then he disappeared.
Goodfellas,JIMMY,"We got a problem, that thing we took care of upstate?","We got a problem, that thing we took care of upstate?"
Goodfellas,JIMMY,"Well, we gotta dig him up again.","Well, we gotta dig him up again."
Goodfellas,JIMMY,The guy just sold the property. They're gonna build condominiums and I don't want anybody digging up the little bastard.,The guy just sold the property. They're gonna build condominiums and I don't want anybody digging up the little bastard.
Goodfellas,JIMMY,It's still better than letting somebody find him.,It's still better than letting somebody find him.
Goodfellas,JIMMY,"Fuck Paulie. If Batts' crew finds we whacked him, we got real problems.","Fuck Paulie. If Batts' crew finds we whacked him, we got real problems."
Goodfellas,HENRY,I set up Linda in an apartment around the corner from the Suite. That way I was able to stay over a couple of nights a week. Karen was home with the kids anyway and she never asked any questions anyway.,I set up Linda in an apartment around the corner from the Suite. That way I was able to stay over a couple of nights a week. Karen was home with the kids anyway and she never asked any questions anyway.
Goodfellas,HENRY,"Linda and I were having so much fun, she started screwing up at work, and I had to straighten out her boss a little bit.","Linda and I were having so much fun, she started screwing up at work, and I had to straighten out her boss a little bit."
Goodfellas,TOMMY,"Spider, what did I say? Did I say I was dying over here? Come on. Move it. Don't walk, dance.","Spider, what did I say? Did I say I was dying over here? Come on. Move it. Don't walk, dance."
Goodfellas,TOMMY,Yahooo.,Yahooo.
Goodfellas,HENRY,"Tommy, don't fuck around. Put the gun away. Tommy!","Tommy, don't fuck around. Put the gun away. Tommy!"
Goodfellas,TOMMY,"No, no. It's okay.","No, no. It's okay."
Goodfellas,HENRY,"Tommy, come on. Put the gun away.","Tommy, come on. Put the gun away."
Goodfellas,TOMMY,No. It's okay. Just watch this. Watch it.,No. It's okay. Just watch this. Watch it.
Goodfellas,HENRY,I gotta go out!,I gotta go out!
Goodfellas,HENRY,Are you nuts?,Are you nuts?
Goodfellas,TOMMY,"Hey!  Look at this.  Fred Astaira, back from the wars. Can you believe this guy? That bandage. It's bigger than his foot.","Hey! Look at this. Fred Astaira, back from the wars. Can you believe this guy? That bandage. It's bigger than his foot."
Goodfellas,TOMMY,"Spider. You're so full of shit. Even with that foot, I bet you can dance.","Spider. You're so full of shit. Even with that foot, I bet you can dance."
Goodfellas,TOMMY,Come on. Spider.  Come on. Let's see you dance.,Come on. Spider. Come on. Let's see you dance.
Goodfellas,JIMMY,"All right, you dumb fuck, if you're going to be a big fuckin' wiseguy, you can dig the hole.","All right, you dumb fuck, if you're going to be a big fuckin' wiseguy, you can dig the hole."
Goodfellas,HENRY,"After Billy Batts and Spider, everything was going crazy. Not just our crew, but everybody.","After Billy Batts and Spider, everything was going crazy. Not just our crew, but everybody."
Goodfellas,HENRY,"I swear on my mother, I should kill you. You're fucking crazy.","I swear on my mother, I should kill you. You're fucking crazy."
Goodfellas,JIMMY,"Things gotta be calm right now, and Karen's so high-strung. She's with Mickey every day. Who knows what she's gonna do?","Things gotta be calm right now, and Karen's so high-strung. She's with Mickey every day. Who knows what she's gonna do?"
Goodfellas,JIMMY,we're gonna feed the bastard to the lions.,we're gonna feed the bastard to the lions.
Goodfellas,JIMMY,We only have to shove'em over the moat.,We only have to shove'em over the moat.
Goodfellas,HENRY,"They must really feed each other to the lions down there, because the guy gave the money right up and we got to spend the rest of the weekend at the track.","They must really feed each other to the lions down there, because the guy gave the money right up and we got to spend the rest of the weekend at the track."
Goodfellas,HENRY,"When we got home, we were all over the newspapers. At first, I didn't even know why we got picked up.","When we got home, we were all over the newspapers. At first, I didn't even know why we got picked up."
Goodfellas,HENRY,"Then, I found out, that the guy we roughed up turned out to have a sister working as a typist for the","Then, I found out, that the guy we roughed up turned out to have a sister working as a typist for the"
Goodfellas,HENRY,Who could believe it? Of all the fucking people. She gave up everybody.  Jimmy.  Me. Even her brother.,Who could believe it? Of all the fucking people. She gave up everybody. Jimmy. Me. Even her brother.
Goodfellas,HENRY,It took the jury six hours to bring us in guilty. The judge gave Jimmy and me ten years like he was giving away candy.,It took the jury six hours to bring us in guilty. The judge gave Jimmy and me ten years like he was giving away candy.
Goodfellas,HENRY,I'm just having my last few drinks.,I'm just having my last few drinks.
Goodfellas,HENRY,Shit.,Shit.
Goodfellas,TOMMY,Say hello to Jimmy.,Say hello to Jimmy.
Goodfellas,HENRY,Dinner was always a big thing. We had a pasta course and then meat or fish.  Paulie did the prep work. He was doing a year for contempt and he had a system for doing garlic. He used a razor and he sliced it so thin it used to liquify in the pan with a little oil.,Dinner was always a big thing. We had a pasta course and then meat or fish. Paulie did the prep work. He was doing a year for contempt and he had a system for doing garlic. He used a razor and he sliced it so thin it used to liquify in the pan with a little oil.
Goodfellas,HENRY,"Vinnie was in charge of the tomato sauce.  I felt he put in too many onions, but it was a good sauce anyway.","Vinnie was in charge of the tomato sauce. I felt he put in too many onions, but it was a good sauce anyway."
Goodfellas,HENRY,"Johnny Dio did the meat. He didn't have a broiler, so Johnny did everything in pans.  He smelled up the joint something awful and the hacks used to die.","Johnny Dio did the meat. He didn't have a broiler, so Johnny did everything in pans. He smelled up the joint something awful and the hacks used to die."
Goodfellas,HENRY,"Everybody else in the joint was doing real time, all mixed together, living like pigs.","Everybody else in the joint was doing real time, all mixed together, living like pigs."
Goodfellas,HENRY,"We lived alone, we owned the joint. Even those hacks who we couldn't bribe would never rat on the guys who did.","We lived alone, we owned the joint. Even those hacks who we couldn't bribe would never rat on the guys who did."
Goodfellas,HENRY,Jezuz Christ!,Jezuz Christ!
Goodfellas,HENRY,We've got to help each other.,We've got to help each other.
Goodfellas,HENRY,It's only you and me. That's what happens when you go away. We're on our own. Forget everybody.  Forget Paulie.  As long as he's on parole he doesn't want anybody doing anything.,It's only you and me. That's what happens when you go away. We're on our own. Forget everybody. Forget Paulie. As long as he's on parole he doesn't want anybody doing anything.
Goodfellas,HENRY,"Yes, you can. I've got it set up. We'll be fine. All I need is for you to keep bringing the stuff. I've got a guy in here from Pittsburgh who'll move it for me. Believe me, in a month we'll be fine. We won't need anybody.","Yes, you can. I've got it set up. We'll be fine. All I need is for you to keep bringing the stuff. I've got a guy in here from Pittsburgh who'll move it for me. Believe me, in a month we'll be fine. We won't need anybody."
Goodfellas,HENRY,Don't worry about Paulie. Is he helping you? Is he putting food on the table? We've got to help ourselves. We just have to be careful while we do it.,Don't worry about Paulie. Is he helping you? Is he putting food on the table? We've got to help ourselves. We just have to be careful while we do it.
Goodfellas,HENRY,"Don't worry about it. You listening to me? Now, come on. We gotta go see Paulie.","Don't worry about it. You listening to me? Now, come on. We gotta go see Paulie."
Goodfellas,HENRY,Wha?  Me?,Wha? Me?
Goodfellas,HENRY,Why would I get into that?,Why would I get into that?
Goodfellas,HENRY,I know that.  I know Jimmy. You think I'd take chances like Jimmy?,I know that. I know Jimmy. You think I'd take chances like Jimmy?
Goodfellas,HENRY,"Paulie, I know.  I know what they are. But I use them for certain things.  Please. Believe me, you don't nave to worry.","Paulie, I know. I know what they are. But I use them for certain things. Please. Believe me, you don't nave to worry."
Goodfellas,HENRY,Paulie. Why would I? I swear.,Paulie. Why would I? I swear.
Goodfellas,HENRY,Nods.,Nods.
Goodfellas,HENRY,Nods again.,Nods again.
Goodfellas,HENRY,I understand.,I understand.
Goodfellas,HENRY,"It took me about a week of sneaking around before I could unload the Pittsburgh stuff without Paulie finding out. But when I did, it was a real score.  I started using Robin's place to mix the stuff and even with Robin's snorting more than she mixed, I could see this was a good business. I made twelve thousand dollars in my second week and I had a down-payment on my house. All I had to do was every once in a while, tell Robin I loved her.","It took me about a week of sneaking around before I could unload the Pittsburgh stuff without Paulie finding out. But when I did, it was a real score. I started using Robin's place to mix the stuff and even with Robin's snorting more than she mixed, I could see this was a good business. I made twelve thousand dollars in my second week and I had a down-payment on my house. All I had to do was every once in a while, tell Robin I loved her."
Goodfellas,HENRY,"It was perfect. As long as I kept getting the stuff from Pittsburgh, I knew Paulie would never find out. But within a couple of weeks it got to be so big I needed help. I got Jimmy and Tommy to come in with me.","It was perfect. As long as I kept getting the stuff from Pittsburgh, I knew Paulie would never find out. But within a couple of weeks it got to be so big I needed help. I got Jimmy and Tommy to come in with me."
Goodfellas,HENRY,"Fifteen, sixteen, eighteen, twenty- one-five.","Fifteen, sixteen, eighteen, twenty- one-five."
Goodfellas,JIMMY,Nice.,Nice.
Goodfellas,TOMMY,Who's buying?,Who's buying?
Goodfellas,HENRY,Done.,Done.
Goodfellas,HENRY,Will you stop.,Will you stop.
Goodfellas,HENRY,And these are the guys.,And these are the guys.
Goodfellas,HENRY,Tommy and Sepe were going to grab the outside guard and make him get us in the front door.,Tommy and Sepe were going to grab the outside guard and make him get us in the front door.
Goodfellas,HENRY,Frenchy and,Frenchy and
Goodfellas,HENRY,Joe Buddha had to round up the workers.,Joe Buddha had to round up the workers.
Goodfellas,HENRY,Fat Louis had to keep than tied up and away from alarms.,Fat Louis had to keep than tied up and away from alarms.
Goodfellas,HENRY,Only Marty was driving us nuts. He was busting Jimmy's balls for an advance on the money we were going to steal.,Only Marty was driving us nuts. He was busting Jimmy's balls for an advance on the money we were going to steal.
Goodfellas,HENRY,Even Stacks got in on it.  He was supposed to steal the panel truck and afterwards compact it by a friend of ours in Jersey.,Even Stacks got in on it. He was supposed to steal the panel truck and afterwards compact it by a friend of ours in Jersey.
Goodfellas,HENRY,I had everybody working.  Even our old babysitter.,I had everybody working. Even our old babysitter.
Goodfellas,HENRY,They're okay and it's worth it. Ain't it?,They're okay and it's worth it. Ain't it?
Goodfellas,HENRY,Don't start. I told you to clean up. Look at this place. It's a pigpen. Look around here. Why do you think I bought you the dishwasher? Look. Look at this.,Don't start. I told you to clean up. Look at this place. It's a pigpen. Look around here. Why do you think I bought you the dishwasher? Look. Look at this.
Goodfellas,HENRY,Nothing. I dropped the soap. That's all.,Nothing. I dropped the soap. That's all.
Goodfellas,JIMMY,You're crazy. The bulls are across the street. They're watching everything we do.,You're crazy. The bulls are across the street. They're watching everything we do.
Goodfellas,JIMMY,Jesus Christ!  Are you all fucking nuts?,Jesus Christ! Are you all fucking nuts?
Goodfellas,HENRY,He heard.,He heard.
Goodfellas,JIMMY,For Christmas. Your share.  It's just a taste.,For Christmas. Your share. It's just a taste.
Goodfellas,HENRY,Jimmy.,Jimmy.
Goodfellas,JIMMY,"Yeah, yeah.  I'll be right there.","Yeah, yeah. I'll be right there."
Goodfellas,HENRY,Hey!  Look what I got. The most expensive tree they had.,Hey! Look what I got. The most expensive tree they had.
Goodfellas,HENRY,Go buy yourself a coat.,Go buy yourself a coat.
Goodfellas,HENRY,Lufthansa should have been our ultimate score. The heist of a lifetime. Six million in cash. More than enough to go around.,Lufthansa should have been our ultimate score. The heist of a lifetime. Six million in cash. More than enough to go around.
Goodfellas,TOMMY,Hey!  Stacks! Come on! Open the door! Wake up!,Hey! Stacks! Come on! Open the door! Wake up!
Goodfellas,TOMMY,Come on! Come on! We got some coffee.,Come on! Come on! We got some coffee.
Goodfellas,HENRY,"Stacks was always crazy. Instead of getting rid of the truck like he was supposed to, he got stoned, went to his girlfriend's and by the time he woke up, the cops had found the truck. It was all over the television. They even said they came up with prints off the wheel. It was just a matter of tine before they got to Stacks.","Stacks was always crazy. Instead of getting rid of the truck like he was supposed to, he got stoned, went to his girlfriend's and by the time he woke up, the cops had found the truck. It was all over the television. They even said they came up with prints off the wheel. It was just a matter of tine before they got to Stacks."
Goodfellas,HENRY,I still gotta talk to you.,I still gotta talk to you.
Goodfellas,HENRY,What's going on? What happened to Stacks? Is everything okay?,What's going on? What happened to Stacks? Is everything okay?
Goodfellas,HENRY,There are cops all over the place.,There are cops all over the place.
Goodfellas,JIMMY,Tommy's gonna be made.,Tommy's gonna be made.
Goodfellas,JIMMY,"You wanna talk? Okay, come on, let's get it over with.  I swear I've never known a ball buster like you in all my life.","You wanna talk? Okay, come on, let's get it over with. I swear I've never known a ball buster like you in all my life."
Goodfellas,HENRY,Wait a minute.  Calm down.,Wait a minute. Calm down.
Goodfellas,HENRY,What could happen? He got drunk. He passed out somewhere. I'll go looking for him in the morning.,What could happen? He got drunk. He passed out somewhere. I'll go looking for him in the morning.
Goodfellas,HENRY,"Awright, awright. Let me take you home and I'll go look for him myself. Right now.","Awright, awright. Let me take you home and I'll go look for him myself. Right now."
Goodfellas,HENRY,What'll I tell Fran?,What'll I tell Fran?
Goodfellas,JIMMY,Who gives a fuck? Tall her he ran away with a broad. What do you care about her.,Who gives a fuck? Tall her he ran away with a broad. What do you care about her.
Goodfellas,JIMMY,Watch this.,Watch this.
Goodfellas,HENRY,"Come on, don't fuck around, will ya?","Come on, don't fuck around, will ya?"
Goodfellas,JIMMY,I do it all the time. Bust their fucking balls.,I do it all the time. Bust their fucking balls.
Goodfellas,HENRY,"Jimmy, come on. Fuck 'em. Don't give them the satisfaction.","Jimmy, come on. Fuck 'em. Don't give them the satisfaction."
Goodfellas,JIMMY,"Come on, fuckoes. Let's go for a ride.","Come on, fuckoes. Let's go for a ride."
Goodfellas,HENRY,"Jimmy was cutting every link between himself and the robbery, but it had nothing to do with me. I gave Jimmy the tip and he gave me some Christmas money. From then on I kept my mouth shut.  I knew Jimmy. He had the cash.  It was his. I know he kicked some money upstairs to Paulie, but that was it.  It made him sick to have to turn money over to the guys who stole it. He'd rather whack them. Anyway, what did I care? I wasn't. asking for anything and, besides. Jimmy was making nice money with me through my Pittsburgh connections. But still, for months after the robbery, they were finding bodies all over.","Jimmy was cutting every link between himself and the robbery, but it had nothing to do with me. I gave Jimmy the tip and he gave me some Christmas money. From then on I kept my mouth shut. I knew Jimmy. He had the cash. It was his. I know he kicked some money upstairs to Paulie, but that was it. It made him sick to have to turn money over to the guys who stole it. He'd rather whack them. Anyway, what did I care? I wasn't. asking for anything and, besides. Jimmy was making nice money with me through my Pittsburgh connections. But still, for months after the robbery, they were finding bodies all over."
Goodfellas,HENRY,"When they found Sepe in the meat truck, he was frozen so stiff it took them two days to thaw him out for the autopsy.","When they found Sepe in the meat truck, he was frozen so stiff it took them two days to thaw him out for the autopsy."
Goodfellas,HENRY,"Still, I never saw Jimmy so happy. He was like a kid. We had money coming in through my Pittsburgh people and after a while even the Lufthansa thing began to calm down. But the thing that made Jimmy so happy that morning was that this was the day Tommy was being made.","Still, I never saw Jimmy so happy. He was like a kid. We had money coming in through my Pittsburgh people and after a while even the Lufthansa thing began to calm down. But the thing that made Jimmy so happy that morning was that this was the day Tommy was being made."
Goodfellas,HENRY,"Jimmy was so excited, you'd think he was being made. He must have made four calls to Tommy's house. They had a signal all set up so he'd know the minute the ceremony. was over.-","Jimmy was so excited, you'd think he was being made. He must have made four calls to Tommy's house. They had a signal all set up so he'd know the minute the ceremony. was over.-"
Goodfellas,HENRY,Nah.,Nah.
Goodfellas,HENRY,"Jimmy and I could never be made, because we bad Irish blood. It didn't even matter that my mother was Sicilian. To become a member of a crew, you've got to be one hundred percent Italian So that they can trace all your relatives back to the old country.","Jimmy and I could never be made, because we bad Irish blood. It didn't even matter that my mother was Sicilian. To become a member of a crew, you've got to be one hundred percent Italian So that they can trace all your relatives back to the old country."
